node,lt_mean,lt_std,lt_robust
25376,1.095,1.0079558522078236,0.9942044147792176
19575,9.17,45.79739184713471,4.590260815286529
24395,1.275,2.190747589294577,1.0559252410705422
22452,1.185,0.969935564870162,1.088006443512984
11967,1.03,0.1705872210923198,1.012941277890768
15870,2.57,8.764422399679285,1.6935577600320713
1394,1.385,0.5628276823327012,1.32871723176673
31317,2.515,5.231613039971515,1.9918386960028487
27582,1.14,0.7618398781896363,1.0638160121810363
28844,2.92,13.307651934131732,1.5892348065868267
8587,1.02,0.13999999999999999,1.006
2058,4.52,19.35276724398865,2.5847232756011342
27912,1.005,0.07053367989832945,0.997946632010167
18686,1.7,7.740800992145451,0.9259199007854548
20782,6.59,13.689116114636475,5.221088388536352
22548,2.56,2.4013329631685814,2.3198667036831417
28605,4.325,6.690992078907282,3.655900792109272
19645,1.01,0.09949874371066199,1.0000501256289338
30505,3.825,3.5880879309180815,3.466191206908192
647,10.135,36.7270578048392,6.46229421951608
17252,2.175,8.453660449769673,1.3296339550230325
11561,4.06,27.936112829096324,1.2663887170903672
25582,2.08,6.535564244960033,1.4264435755039968
28636,5.385,13.726499007394422,4.012350099260558
4284,5.835,21.586518362162987,3.676348163783701
8411,1.92,3.3709939187129954,1.5829006081287003
9219,2.13,5.392874929015135,1.5907125070984862
20305,6.82,20.441565497779276,4.775843450222073
10832,4.635,8.964472934869066,3.7385527065130932
21952,1.435,2.411591797962499,1.19384082020375
25470,1.655,4.224449668300002,1.2325550331699997
29560,3.75,11.298561855386728,2.6201438144613274
4168,4.73,19.671733528085415,2.762826647191459
9234,2.74,6.1100245498688475,2.1289975450131156
24422,1.895,3.1086934554568098,1.584130654454319
31241,5.235,16.323901953883453,3.602609804611655
15391,7.395,33.50908794640642,4.044091205359358
6153,1.41,1.1712813496338101,1.2928718650366189
29032,2.37,1.744448336867561,2.1955551663132438
22020,19.665,24.885191881920463,17.176480811807952
6101,9.75,44.66282010800482,5.283717989199517
15120,4.195,20.740467087315075,2.1209532912684925
31129,10.125,41.469378763130756,5.978062123686924
10109,6.03,21.56708371569972,3.873291628430028
2089,5.03,43.36599013051587,0.6934009869484132
9983,10.985,52.790479965615006,5.705952003438498
10904,4.12,15.892941829629907,2.5307058170370094
23425,5.255,37.20241894017108,1.5347581059828919
11220,1.105,0.7442949684097026,1.0305705031590298
32304,6.225,42.158918095700685,2.009108190429931
19566,2.395,6.9634025447334285,1.698659745526657
8518,9.635,24.052687479780715,7.229731252021928
22188,4.08,23.83177710536921,1.696822289463079
19858,7.345,24.75835162122067,4.869164837877933
13326,11.205,33.939254190391395,7.81107458096086
15862,15.335,34.55145112726816,11.879854887273185
2122,4.14,33.96116016863971,0.7438839831360289
26343,3.925,31.464255513201014,0.7785744486798984
18248,4.24,9.838312863494432,3.256168713650557
13125,3.315,12.846625043177683,2.0303374956822315
25135,11.59,44.69767219889645,7.120232780110355
26501,1.655,1.840101899352316,1.4709898100647685
18087,35.26,84.45017702764157,26.81498229723584
25824,3.24,21.8296220764355,1.0570377923564505
27006,1.045,0.45052746864092563,0.9999472531359074
31136,1.67,3.990125311315422,1.2709874688684577
15867,4.12,19.94130386910545,2.125869613089455
17196,9.325,74.87362269183988,1.8376377308160103
30343,2.675,5.339417103017894,2.1410582896982104
10302,3.57,19.23863560650807,1.6461364393491928
18486,6.33,20.08434962850428,4.321565037149572
25394,2.07,6.072487134609673,1.4627512865390324
25348,8.785,17.89354003544296,6.995645996455704
16216,2.22,7.563173936912995,1.4636826063087005
17968,6.985,28.523758079888424,4.132624192011158
19745,16.805,54.34019667796576,11.370980332203423
31144,21.145,68.83621121909601,14.261378878090397
27217,9.15,32.243720318846584,5.925627968115341
10292,4.43,11.52844742365597,3.2771552576344023
29251,4.48,12.368492228238654,3.243150777176135
20170,3.34,4.88,2.852
19305,3.405,9.9020692281967,2.4147930771803297
23950,9.745,26.615972178374403,7.083402782162558
4785,4.18,11.572277217557485,3.0227722782442514
13898,2.985,11.656104623758313,1.8193895376241684
