node,ic_mean,ic_std,ic_robust
5032,17.49,62.41129625316238,11.248870374683761
21761,32.88,76.39251010406714,25.24074898959329
17209,50.57,95.64834081153734,41.00516591884627
32750,57.685,96.96296084072516,47.98870391592749
29492,48.25,90.52677780634855,39.19732221936515
18065,58.08,103.43458609188708,47.73654139081129
17662,13.75,51.40697909817304,8.609302090182695
14199,17.41,56.091549274378224,11.800845072562177
18214,67.81,107.0416923446187,57.10583076553813
29488,27.67,73.86061941251238,20.283938058748763
22871,42.49,82.95577074562082,34.19442292543792
3026,26.085,74.22828150375031,18.66217184962497
11955,28.77,76.94437666262559,21.07556233373744
12131,51.625,91.57065236744795,42.4679347632552
31406,41.17,86.06364563507637,32.56363543649236
16585,72.76,114.98887946232018,61.26111205376799
665,33.035,78.07518027516811,25.227481972483186
2272,23.555,66.5093750910351,16.90406249089649
12782,42.565,83.3979362754259,34.22520637245741
2882,37.835,85.9265254447077,29.242347455529227
4498,32.545,78.23003243639874,24.721996756360127
6773,35.655,82.76633358437475,27.378366641562526
7043,34.24,82.879143335341,25.9520856664659
25356,62.205,99.55346792050993,52.249653207949
13666,37.41,86.9157747477407,28.718422525225925
20992,21.25,64.55917827853759,14.79408217214624
29564,59.65,105.01617732521024,49.14838226747897
17149,64.625,102.37321121758367,54.38767887824163
13586,31.27,78.61868162211829,23.40813183778817
10022,19.33,61.49017075923599,13.1809829240764
13034,45.15,87.22475279414668,36.42752472058533
12326,40.535,87.6549985739547,31.769500142604528
16304,52.985,96.66522008975099,43.3184779910249
21911,39.74,84.91868110139252,31.24813188986075
12376,11.09,48.862581798345445,6.203741820165455
