node,degree,betweenness,closeness,eigenvector,pagerank,clustering
15841,0.0014,0.0,0.0006006606425976724,0.004854429189157293,0.00015567469828662054,0.42857142857142855
15844,0.029400000000000003,2.5855860036046495e-05,0.012767218122179624,0.11013799277253596,0.009246743338915748,0.3257092863392076
15848,0.0036,1.5795707245317632e-06,0.0017037476313173094,0.015167681805956255,0.0003839953162640494,0.39869281045751637
15857,0.015,4.9197815817019324e-05,0.006444458383373597,0.053219143247164924,0.0011042620443078585,0.28557692307692306
15862,0.0034000000000000002,0.0,0.0011017625556131172,0.0036121401121886557,0.00019525582076054273,0.30303030303030304
15867,0.0026,0.0,0.0013023438542085763,0.01169297557735502,0.0,0.27472527472527475
15869,0.007200000000000001,4.9983022222563375e-06,0.0030105350056146563,0.02199935171620056,0.00026760735568163746,0.25161290322580643
15870,0.0012,3.810502214631407e-07,0.0004003602842119758,0.0010086694600953414,0.00028067128194053507,0.5
15871,0.0078000000000000005,7.179161134864186e-06,0.003614818078621962,0.026146831115580905,0.00046679142744010863,0.28678678678678676
15872,0.0012,5.7086080687632714e-08,0.0006006606425976724,0.01187894700058879,0.0,0.6190476190476191
15874,0.0038,0.0,0.0018041488566566954,0.02133402168295272,2.2742066185407056e-05,0.5614035087719298
15876,0.003,0.0,0.0013023438542085763,0.014400190507846855,0.00015809000262646605,0.42857142857142855
15877,0.004200000000000001,1.2997803634500587e-06,0.0019045702065152437,0.02311553893061102,0.000772399348059719,0.4263157894736842
15878,0.0008,5.35612761092768e-07,0.00030024016811047716,0.0033606383185460272,0.0001492778515321875,0.5
15880,0.0016,1.0295181270766428e-06,0.0008010412093559793,0.012799585018173514,2.9245177925906114e-05,0.4444444444444444
15882,0.0028,1.114503497015824e-06,0.0012020431607797644,0.004879578597381709,0.00010115599768706557,0.5
15890,0.0012,0.0,0.0006006606425976724,0.00991907082633256,0.0,0.8571428571428571
15895,0.0014,0.0,0.0006006606425976724,0.008800928724989335,3.913307642239598e-05,0.6190476190476191
15907,0.0012,0.0,0.0005005004403684232,0.002990876035131611,7.84121107738104e-05,0.4
15913,0.0114,7.209868332397826e-06,0.004623575890008391,0.023113800339459548,0.015369949242759988,0.2784458834412581
15917,0.0024000000000000002,0.0,0.0008010412093559793,0.0014448138687807345,0.0002250431991244518,0.3333333333333333
15927,0.0106,9.010564653181801e-06,0.00472456319211112,0.04566110697483365,0.0007438587907167658,0.3448581560283688
15932,0.001,0.0,0.0004003602842119758,0.006659864305584925,0.0002888657959059656,0.7
15933,0.0014,0.0,0.0006006606425976724,0.0038019483291445912,0.000202369430730924,0.6666666666666666
15938,0.0008,0.0,0.0004003602842119758,0.0005328203846139256,0.00020864959167169936,0.5
15955,0.0,0.0,0.0,0.0,0.0,0.0
15970,0.0146,2.0730408306795237e-06,0.0052298043400367256,0.04815977568189016,0.0072922116756732784,0.33962264150943394
15971,0.0386,0.00017993290446298102,0.017199207725418386,0.10457747099074162,0.030682534835687038,0.2084232509571876
15975,0.006200000000000001,5.597978245947223e-06,0.0025075212596070706,0.016665328192726286,0.0006195817231584591,0.32
15984,0.0044,1.1879891041037598e-06,0.0012020431607797644,0.004653514426546294,0.0008187313878221452,0.20512820512820512
15985,0.0028,0.0,0.0011017625556131172,0.01056981370158877,0.0002590701513447097,0.6515151515151515
15986,0.0132,2.7177183328647853e-05,0.0056343631910062975,0.05373952486575473,0.0009190524670187927,0.31265664160401
15993,0.028800000000000003,0.00010841114592004536,0.012151868948450106,0.10205855545695146,0.004357540592818208,0.303168044077135
15995,0.017200000000000003,1.2301672992784927e-05,0.007052886632642474,0.05486007928487954,0.004124326778410654,0.24587525150905432
15996,0.0082,8.939504593756052e-07,0.003917232689420347,0.04374132294888482,0.0002926882519830765,0.49615384615384617
15997,0.0048000000000000004,2.446670244724867e-07,0.002205955063729892,0.024556093176041252,0.00012157193079049265,0.39920948616600793
16000,0.0082,1.874411074182301e-06,0.00381640757517987,0.039476188787793284,0.00125591643811235,0.4817813765182186
16003,0.055600000000000004,0.00028744526034926563,0.024077752387576812,0.15475333833537566,0.037255308117017244,0.2144969347277317
16005,0.0328,0.0001899900936919632,0.014720768534778994,0.07688619023547764,0.01943660312558222,0.1523854511100614
16010,0.006000000000000001,2.4948906643831232e-06,0.0020050116869441137,0.012173950037823126,0.000638390806312496,0.3761904761904762
16014,0.0034000000000000002,3.5756566193830395e-07,0.0012020431607797644,0.00920925013650023,0.000383851768740249,0.6538461538461539
16019,0.0096,8.584327117306485e-06,0.00472456319211112,0.04563616941614862,3.3871405910234666e-05,0.35726950354609927
16020,0.0148,1.0561047023299367e-05,0.0068499955123555445,0.05307001919196473,0.00024861639837552723,0.26641091219096336
16030,0.0014,3.5386659889896504e-07,0.0006006606425976724,0.004530636379614733,0.00015544002302766318,0.5238095238095238
16033,0.002,6.121288698203064e-09,0.0010015020326745727,0.015440730137040316,0.0,0.6727272727272727
