src,dst,probability
27,1945,0.016129032258064516
27,1946,0.03225806451612903
27,188,0.0026666666666666666
27,253,0.004347826086956522
27,51,0.006944444444444444
27,434,0.005405405405405406
27,1952,0.0196078431372549
27,1267,0.0031545741324921135
27,943,0.03333333333333333
27,339,0.004366812227074236
27,211,0.0024937655860349127
27,1959,0.006134969325153374
27,213,0.0017793594306049821
27,1960,0.034482758620689655
27,1961,0.012658227848101266
27,792,0.024390243902439025
27,1966,0.03333333333333333
27,1967,0.1
27,308,0.00423728813559322
27,1969,0.018518518518518517
27,1970,0.058823529411764705
27,1971,0.0023752969121140144
27,1168,0.02702702702702703
27,1173,0.08333333333333333
27,63,0.004219409282700422
27,806,0.015625
27,1881,0.0051813471502590676
27,161,0.006289308176100629
27,491,0.018867924528301886
27,1980,0.01639344262295082
27,1981,0.125
27,1982,0.005434782608695652
27,500,0.017543859649122806
27,1984,0.006666666666666667
27,818,0.004149377593360996
27,91,0.005952380952380952
27,1884,0.017857142857142856
27,1988,0.0013605442176870747
27,220,0.001466275659824047
27,221,0.00558659217877095
27,885,0.014705882352941176
27,19,0.005208333333333333
27,71,0.002531645569620253
27,565,0.01694915254237288
27,847,0.009708737864077669
27,1997,0.034482758620689655
27,1999,0.00909090909090909
27,327,0.001557632398753894
27,2003,0.014705882352941176
27,357,0.011494252873563218
27,94,0.014285714285714285
27,855,0.025
27,330,0.0027624309392265192
27,2010,0.015384615384615385
27,2011,0.041666666666666664
99,2,0.0045871559633027525
99,26,0.0028011204481792717
99,27,0.0028089887640449437
99,602,0.014705882352941176
99,77,0.0070921985815602835
99,1228,0.023809523809523808
99,32,0.003067484662576687
99,919,0.01818181818181818
99,735,0.018518518518518517
99,1037,0.008928571428571428
99,80,0.003952569169960474
99,42,0.003816793893129771
99,739,0.02
99,299,0.0047169811320754715
99,148,0.017857142857142856
99,44,0.003076923076923077
99,301,0.0010741138560687433
99,403,0.0036101083032490976
99,46,0.008403361344537815
99,408,0.0016556291390728477
99,868,0.025
99,50,0.0072992700729927005
99,188,0.0026666666666666666
99,253,0.004347826086956522
99,871,0.06666666666666667
99,765,0.017543859649122806
99,2193,0.013888888888888888
99,451,0.006944444444444444
99,211,0.0024937655860349127
99,2194,0.005405405405405406
99,2198,0.16666666666666666
99,2199,0.00909090909090909
99,817,0.019230769230769232
99,91,0.005952380952380952
99,821,0.0196078431372549
99,822,0.01639344262295082
99,2139,0.037037037037037035
99,323,0.0020876826722338203
99,847,0.009708737864077669
99,327,0.001557632398753894
99,330,0.0027624309392265192
290,26,0.0028011204481792717
290,984,0.013333333333333334
290,27,0.0028089887640449437
290,360,0.012658227848101266
290,4219,0.020833333333333332
290,31,0.007352941176470588
290,989,0.015873015873015872
290,623,0.0125
290,333,0.00980392156862745
290,4,0.002145922746781116
290,990,0.043478260869565216
290,1229,0.013888888888888888
290,362,0.015625
290,5306,0.07692307692307693
290,998,0.004
290,6175,0.02857142857142857
290,721,0.005494505494505495
290,4718,0.012048192771084338
290,1321,0.007518796992481203
290,368,0.023255813953488372
290,6189,0.16666666666666666
290,1443,0.008403361344537815
290,369,0.002840909090909091
290,2665,0.021739130434782608
290,5313,0.05
290,2299,0.058823529411764705
290,1010,0.041666666666666664
