node,ic_mean,ic_std
95842,31.135,53.83759629664014
96362,5.08,9.74441378431766
98175,6.24,16.84999703264069
98645,4.33,18.71499666043251
98704,15.445,50.49036517000051
98929,4.995,8.481448873865832
99612,5.495,13.214763524180068
99717,5.58,28.819326848488338
99895,14.005,22.483437793184564
100549,6.67,21.758931499501532
101555,6.485,36.82716083273322
101589,16.125,57.500864123941646
102214,3.93,28.760304240393562
103516,3.91,14.19513649106623
103831,1.015,0.1215524578114322
104091,1.84,4.410714227877385
104642,5.055,15.23489333733584
104817,4.445,14.96151646725692
105408,5.695,10.854583133404986
107495,6.155,30.90422260792204
108134,12.87,41.17551578304757
108738,9.44,33.253968184263364
109165,7.985,18.332342321700192
109392,14.36,51.82393655445329
109508,15.995,39.1283142366241
109732,2.605,14.331049333527538
110063,9.035,21.627616026737666
110137,9.83,20.323412607138597
110524,2.35,9.938183938728443
110910,4.335,11.834389506856699
113077,6.98,21.844440940431504
113720,1.105,0.5039593237554
115921,1.61,1.4926151546865654
116844,7.595,26.237205929747933
118426,8.16,13.69139875980537
118781,2.51,10.868757978720476
119954,2.455,3.5927670394836344
120031,7.91,27.403866515512
120066,3.44,12.847816935183971
120147,8.645,33.66524877377263
120696,6.955,28.97935428887262
121052,5.695,17.719254357901182
121078,4.435,19.702176910179233
122030,17.8,57.140878537173364
122165,6.01,23.298281052472518
122541,5.225,29.46004709772202
122726,1.92,6.14032572425926
122740,4.56,15.589945477775089
123232,16.85,61.731090222026694
123440,10.7,47.080144434782696
124588,1.675,1.8437394067492292
125256,6.0,15.771176240217468
125261,12.295,32.89996922490962
125731,10.825,31.844377447204085
125794,5.71,15.857045752598435
127734,18.47,51.72696685482341
129218,1.855,3.403523909127127
130429,3.23,10.702200708265568
130904,9.835,25.94759670952206
131916,1.43,5.431859718365341
132483,33.805,62.72429333998112
136386,8.545,36.19831453258563
136879,1.015,0.12155245781143219
138529,10.565,38.333611556961344
138795,11.37,20.40865257678713
139896,3.535,6.874501800130683
140416,2.215,0.7541717311063839
143996,4.35,3.653423052426313
144159,19.525,38.683709426579036
144560,10.67,22.180646969824842
145323,10.76,27.680180635248753
145836,5.025,30.994424901907767
148858,3.765,11.7464792597612
149433,4.275,18.97391301234409
151885,8.325,27.058443691387723
151949,1.86,3.15442546274278
152264,12.435,23.631034150032452
152834,7.27,19.560600706522283
154216,6.485,20.172996183016544
155251,2.14,3.601444154780135
156223,3.765,17.20319083774868
156780,7.32,29.68261444010618
156886,13.205,30.26355853167304
158577,4.985,15.614889528907979
